,brazilian,british,cajun_creole,chinese,filipino,french,greek,hawaiian,indian,irish,italian,jamaican,japanese,korean,mexican,moroccan,russian,southern_us,spanish,thai,vietnamese
demerara,1.5359079032738552,1.3119934449375452,-0.12179634637590482,-0.29669475514504395,-0.17517776201694404,0.09149518053416122,-0.6758921321799047,-0.011211359440869047,-0.3959836988949492,-0.18639345095212245,-2.862141373763666,1.0125701534171005,-0.7770884334448201,-0.15979555883769092,-0.9425759692114242,-0.336372581596347,-0.1766264850771934,-1.339940344868746,2.5919295929718995,-0.26065784235236433,-0.09628537879635013
demi,-0.01578392434212541,-0.007402345583925541,-0.04975069759604094,-0.0023535073218048292,-0.01826493636248989,-0.012989601912161666,-0.000954380437521796,-0.002459518475248967,-0.05043393647204624,-0.004883811811604975,-0.012466425306302908,-0.0032198461671295326,-0.026037943455211897,-0.03199054371208003,-5.096447261575736,-0.008017992288109706,-0.004793546238145369,-0.027553663415847564,2.5145880029263594,-0.006602971667875381,-0.01869581129705719
demiglace,-0.18994147349635035,0.13297859554523517,-0.08349963531807111,-0.9622561903430312,-0.37274690895222373,1.3742323548628066,-0.49926815949095843,-0.07185626420375839,-0.2456666383246994,-0.08683479741706408,-1.1988951260350589,-0.03259904109371417,1.2125765068269394,-0.10319926898561331,4.701703193100715,0.035179817268091156,-0.10136426340100786,-0.5640732545757986,-0.907199026676562,1.0437793917950307,-0.06802761010831292
dende,6.686127483694089,-0.033354739552769845,-0.0491462975870622,-0.15529344387910538,-0.5003108224131056,-0.0836405725811465,-0.05731998785123098,-0.024281077885577936,-0.4181943706740702,-0.027173030253456295,-0.17759092219700337,-0.03173576710135413,-0.12092374675290976,-0.027292808661108857,-4.555678448650758,-0.016185356678445614,-0.02213938678348859,-0.9040946348386429,-0.05016776862686902,-1.285543868957336,-0.09545607761037954
despelette,-0.1032003029246671,-0.048594352381756196,-0.05510772105708718,-0.15749507028154053,-0.037227504771661146,0.4206064878462126,-0.0296893160967934,-0.004612304173143543,-0.07310812714836301,-0.01523266750942617,-1.077643107039678,-0.0278814828242297,-0.14857956126712946,-0.01574502474089824,-0.18409964004967488,-0.01907724352709635,-0.02457421580308895,-0.22634205024826284,2.219644259854466,-0.015660918208844368,-0.006298974876249524
dessert,-0.02133457355105551,0.2161958652548594,-0.047462375348613785,-0.4771722110490757,-0.010660146222772632,-0.6755717130156247,-0.24278895816936774,-0.0090715865984389,-0.07352905686804544,0.7988329059489796,-2.500516630681312,-0.025757230736492227,-0.2683067115570414,-0.05518870452919203,-0.2642692931829767,-0.022078246756371378,-0.0820698352420382,-2.5176379243808644,-0.46864984255469083,-0.03531502969936591,-0.013871300057620325
devein,-0.08888999987659389,-0.06400959255752912,0.5379126867857946,0.2134294507287357,-0.33744449068742954,-0.10324013745090703,-0.2946052087662191,-0.1575523625979551,-0.041882126975569325,-0.04457051619224402,-3.5874842693607927,-0.29354413318068373,-0.4608897723324048,-0.016458700902360197,-0.18915212616440327,-0.03451716591947015,-0.022349659622310114,-1.187432697587735,1.536250646512693,1.294981760712903,-0.08648575170727957
deveined,-0.8912022778072761,-0.09589356485397849,0.13535704157287154,0.3641996531416495,1.1236382646110334,-0.4951761561127481,0.20489193377326378,-0.5946057419871534,1.4063043121142773,-0.09062289103916389,-0.6362569602906671,-0.41612461248852106,0.2914825403982014,-0.237344838318092,1.1849671941042965,0.8464805646116769,-0.09646179747342762,2.363024356747381,1.409781892096802,0.3662598849847606,-0.062352452152225055
deviled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devils,-0.014947659337634613,-0.00832052216863653,-0.030876371950412276,-0.042306188312691284,-0.03321787034006557,-0.07448876381972676,-0.0037783339825679316,-0.0002382916925179144,-0.03191818094950297,-0.01585277378204889,-0.4269419360957357,-0.006125536407811377,-0.018105787204236706,-0.0034708366803776172,4.926550550035442,-0.006692534465239243,-0.00622596642871202,-0.9974679739176285,-0.007031645522054007,-0.00448558966241069,-0.00111393457531475
dew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dhal,-0.048434406236850525,-0.05079511109701857,-0.04318575351561522,-0.12933810231020065,-0.8612253860155233,-0.08805839824358676,-0.05445116213133617,-0.03840161117476063,5.024055510857297,-0.04238519587133813,-0.9790673051333831,-0.13545328044896546,-0.79753726679204,-0.24538547794837187,-2.179093633102803,-0.07920143317454428,-0.039712545197675135,-0.3223070267613834,-0.36581035298934234,-0.10423559118126585,-0.026476487032578974
dhaniya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
di,-0.013582834505121556,-0.017099625154375735,-0.011251104981583663,-0.0316182460075055,-0.00401829328431159,-0.20340169068615765,-0.21506060449596423,-0.0032595777050905025,-0.018480396444638933,-0.014878692081536226,3.896934575977014,-0.008189784794729616,-0.04802221734884157,-0.008563742813463456,-0.08227572489135968,-0.0073461572273993934,-0.015311391137384067,-0.03517740488647761,-0.03494039822973604,-0.011342349601000558,-0.0028244836034436887
diamond,-0.0048917176242513115,-0.0027061014034384175,-0.02145661470075057,-0.002795977624742593,-0.0048077732545832195,-0.21078555673465624,-0.07414319757386297,-0.0020189472194903487,-0.002928565445962105,-0.003440527110460694,4.359419838634073,-0.0017702795570921017,-0.005998456492192593,-0.0036567493828630225,-0.019322331299424646,-0.009701787618486245,-0.00303470160258555,2.066827196491888,-0.10188917777884517,-0.0030956102539912663,-0.001286862664222337
diced,-2.3502778302748473,-1.0526357430136613,1.2957876226709903,-2.1778306108829883,-2.9943625075658504,-0.10887695244329768,0.49370441405433685,0.8660358795663385,-0.15835232791271223,-0.42806113224035636,1.3750891278970163,-1.0501582454553062,1.5284269622507283,-1.801642800245981,0.4806322386783357,-0.261132787171936,-0.7004867511282431,-1.0523057348419549,0.273710849394736,-1.3335144053132872,-0.22495896565724496
dickel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diet,-0.0006713919056809172,-0.006178326605561502,-0.002446146065261104,-0.0165489525128122,-0.0030005392373655022,-0.020758095106863942,-0.004830738461030984,-0.1338903637020596,-0.003908431897715353,-0.001842253220850004,-0.04409145151719319,-0.0026810909428607935,-0.005155401964654892,-0.0013885889018429975,-0.007932803877578696,-0.005227209892522573,-0.002925974084585435,3.7590864607919174,-0.002569863591311879,-0.005060808218010378,-0.0016210939616241788
digestive,-0.8485087284601326,1.1526835876836568,-0.023235048988901382,-0.011835687139591756,-0.5246732518516922,-0.6209728253281617,-0.01692833261673873,-0.011082860270165657,-0.16099618525280773,-0.05236018650212843,-0.7066461410650887,-0.1776950980917598,-0.14668717998043188,-0.004700948736081443,-0.79727485709653,-0.004724337617307018,-0.040687990214739456,-0.5411412213792459,-0.08663436074689336,-0.06441399731209556,-0.018245474509170564
dijon,2.0493281968866937,0.2978243454097472,1.0564322023751362,-0.41433400897718126,1.1108941404218895,4.636618461792733,-1.0522952421276646,-1.0600719218508043,-1.5567429429061939,0.04753376024758446,-0.8665735417728061,1.0045877778854735,-0.41737317888322306,0.7409957410360253,1.030944050832868,-1.1266741289455346,0.5964804954473709,-1.9130171764199233,0.1035915651412754,-1.391971342903484,-0.5757283084416412
dijonnaise,-0.0012312088699599191,-0.0024930214660789504,-0.005113654232082544,-0.007520340597320922,-0.0007247471692595792,-0.0151844417192316,-0.02319330482427028,-0.0036515694222262365,-0.0015404609068026824,-0.0024995018223089513,0.8554628108218134,-0.0017085158440451166,-0.0037289029009983346,-0.0002681742126865312,-0.11467346759709504,-0.005266929350005332,-0.0018057548140948006,-0.004490819493552383,-0.010767118009045576,-0.0041519377788269375,-0.0007840858839514914
dill,-1.9946936303945224,-1.3709372805440083,-0.16795949262031118,-1.7214184038827467,-2.7754630510099636,-3.2986275841139605,6.105407496207285,-0.4842425247370249,-4.306914442171446,-1.3604750976960724,-5.068937588861035,-0.5078457794390722,-2.3161428351786486,-1.4400519868222108,-4.547596096100253,-0.14791303058423408,5.789624296541672,2.132838121918379,-2.2205480737974366,-3.5809007737963703,-0.3568113034439946
dillweed,-0.3365756775134242,-0.18975196521423335,-0.20737205531170794,-0.30061890943512076,-0.35259165690951644,0.2735234044424481,1.9741846185872038,-0.0642303729557775,-0.2892133087054068,-0.2842147889308657,-2.421565699578622,-0.6729670766560378,-0.30975674231926176,-0.03091482504529457,-0.6473817852776403,-0.1333405244280887,2.4062466215375,-0.9583838161738224,-0.5069284585091444,-0.09585477598747946,-0.05724010387288773
dinner,-0.24975733381305765,-0.09679011858690635,0.12291491121074585,-0.12304327567575422,-0.18271702534013642,0.7176245286222228,-0.14855781500126153,0.7959600305951422,0.48926293498394186,-0.11384561312632398,2.132253024251173,-0.0651765412732374,-0.15138521456704168,-0.05005776722065823,1.1892001259188825,-0.0806285732922283,-0.055211222347868884,-3.695870023575379,-0.14107873947559227,-0.030210752077497648,-0.1124625335188302
dinosaur,-0.01518600253476764,-0.0005324301913594045,-0.0004064948704399969,-0.0001123410095028716,-0.0005282075274420255,-0.0009169828905840086,-0.00071440862077554,-0.00036729836766341247,-0.021677346227490225,-0.001185719618597002,-0.005047701249109463,-0.0021133266708696216,-0.006476818649813104,-0.0002849431959476084,0.44124120653523174,-0.00727377126566401,-0.0007956146530463788,-0.029829950797351665,-0.08760969644628898,-0.0012760243607550631,-0.0008152637906913773
dip,-0.21285907353760616,-0.028101050932962186,-0.022732191749033685,-0.04544376841482545,-0.04383261890234037,-0.1842616624324704,-0.03079092754845594,-0.018169755771150466,-0.040646301054231636,-0.024054817458266962,-0.5566635244745861,-0.014128098075239844,-0.025372209710543197,-0.02195689166634632,1.1502955650547477,-0.006831301725470609,-0.014517897395395463,1.7516575534420025,-0.030962269660373277,-0.030816601926364817,-0.009305259079355723
dipping,-0.3627802448315486,0.8558942450922213,-0.17098087503170026,-0.010501418924198647,0.07822715168537552,-1.2902453785863552,-0.2663851612273531,-0.30695166751551656,0.005527645234251831,-0.1765635708586653,-4.303507187108356,-0.18080343941695934,1.4510326992665858,0.07971615600297703,-1.365024983507258,-0.15118181389436453,-0.1659419047233394,1.2085206362809935,-0.3240338882588021,1.7077230176052827,0.6918021656936594
dips,-0.0014828067098272804,-0.0014963618165745748,-0.002596700640759792,-0.002311948328237492,-0.0011119787250458047,-0.004905799580868899,-0.004982425752885779,-0.0032971735913427907,-0.0033378005500093026,-0.0024279872314329834,-0.10762954000000921,-0.0005483807727176938,-0.005521045460833881,-0.0021544647130714227,0.1768961006287239,-0.0006807982234225008,-0.0005519589450428553,-0.28392991046770505,-0.0029988480773580906,-0.004105785893141706,-0.001202003504461584
disco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilled,-0.1265925124685847,-0.10192776168766629,-0.03612224120355196,0.5904593953258763,0.8648651937822209,-0.4044760104496971,-0.09094180780630114,-0.620829051013448,-0.23108246541841973,-0.06671163453878201,1.538210859666371,-0.23061122785526206,-0.982329749906294,-0.07559319359172384,5.093021051545136,-0.03177342799433829,-0.03439668744364092,2.6784879594190794,-0.19773418553543534,1.3946144004206702,-0.06747495867405799
ditalini,-0.17039427445464572,-0.021671892953225705,-0.11950263680241992,-0.12035956041928075,-0.12770326633132953,-0.5479828172554886,-0.4175873521188069,-0.016434695308549054,-0.06022672865547627,-0.026561750265032887,5.95254561211426,-0.07753211892187205,-0.10578982818611622,-0.054419716442348776,0.0903121545542702,-0.25811056177270825,-0.018336199674806406,-0.39222122567862744,-0.18252337375578095,-0.022432742925275848,-0.01767032699150891
do,-0.0009993721144829833,-0.005937310868767627,-0.002271657570504151,-0.24936808449876868,-0.0038153761992216475,-0.0005355645530671961,-0.003648247583501821,-0.003484062877989293,-0.0021045685867218315,-0.006621996012987901,-0.01473379369139226,-0.001379482640242588,-0.026890747150490717,-0.06161324727257125,-0.0030573070152055707,-0.019778736420432905,-0.000992028952248352,-0.023933957449532278,-0.0032699006506994675,-0.016129283941990136,0.24128880323999197
doenzang,-0.0067495055906220385,-0.012786214421709682,-0.009709181999363083,-0.06592170609128117,-0.023813585863402764,-0.23287599088216815,-0.054680753894083875,-0.0049757853417725225,-0.11671737716582099,-0.015679544846650267,-0.9220443821022701,-0.05046617705617276,-0.08828544948017969,1.2366904440027011,-0.38753995657739365,-0.004855676498304479,-0.011019057878099842,-0.04760339988501445,-0.19669655282570903,-0.051725989945669563,-0.022210393143157918
dog,-0.08043440336039785,-0.05888889790480888,-0.0673321350301809,-0.08434934176702152,-0.10425838443999096,-0.117535080014968,-0.06725994339015252,0.9570818243566469,0.2834841772036561,-0.017648097073526024,-0.3094819785205277,-0.07859055316159644,-0.07883788394365931,-0.04582687457118339,-0.6074297095837821,-0.08782498108960535,-0.025658697627813677,2.8560374609250587,-0.11855051847433073,-0.044249500640447276,-0.05407583402494301
dogs,-0.34045866561127247,-0.13218731510112014,0.22892504774629888,-0.5264482247520029,4.751820326182142,-0.32587817436408,-0.3598701086962185,1.008001303075032,-0.08600219196407591,-0.06451457413743511,-4.2828932224126675,-0.25723518793332517,-0.5028645231143405,-0.14765534980546827,-0.7939647600656283,-0.12035979845783645,0.04482728051825697,-0.0853269915005663,-0.5551831427061157,-0.0880424635134018,-0.1735450087774505
dolce,-0.029337864750777185,-0.027431929172316672,-0.005547277328072718,-0.009393268838910115,-0.0022252630703790423,-0.10344394004526958,-0.21357124404751227,-0.0028442267534067424,-0.012897265817851698,-0.009193491283128727,0.9668911844994957,-0.009698990273595007,-0.007909572750470311,-0.005508453621696605,-0.0604899830452227,-0.018036085056678215,-0.009984774598239536,-0.2423983717766629,-0.04625590864822849,-0.0035853992732381257,-0.0030450278205632194
dole,-0.04400204236174361,-0.020329797677889404,0.18293270416498653,-0.6282680077376959,-0.18248994484287873,-0.11499287266885277,-0.02103880727375456,1.7373152860168657,-0.08745423210983243,-0.024276053067917067,-0.8971130511176584,-0.31892107104977463,-0.06942429571426467,-0.01746864856911468,-0.49837909630004507,-0.02617688110028468,-0.01680381113402933,-1.007239669328991,-0.05036170677079443,-0.25017812377657306,-0.041764987244168515
domino,-0.0031057444848634377,-0.014842767162477797,-0.008075815861533697,-0.018620448592180122,-0.0006993416232901614,-0.2788075833656169,-0.00763661813112541,-0.0015775266805465077,-0.04397664368499054,-0.011634313231999392,2.272059050161436,-0.03248553693197057,-0.009647120014964957,-0.0021022299904929057,-0.1426614648855834,-0.054631746861658045,-0.006903100038912184,3.1395202362922423,-0.036847579303486054,-0.021329921347723726,-0.003981791132085746
doritos,-0.020628931978079336,-0.04142663768699689,-0.0841229845847657,-0.052836227035166064,-0.06575212425721799,-0.24307460550247004,-0.1338610579549439,-0.1809276793024846,-0.017713592475857593,-0.020517483638937187,-1.7521585674064946,-0.021319042994481698,-0.03571460848065058,-0.06737461592797502,4.445070125163574,-0.010316289140231277,-0.02564543250118836,-1.267479152958153,-0.017734284700890706,-0.008522082861511755,-0.025694084159291964
doubanjiang,-0.001705758728348946,-0.0009320093264140907,-0.001496154736614625,0.11965620207847324,-0.08208274930603268,-0.00545228043248309,-0.0010343071637360732,-0.004637170706621515,-0.008380750990092755,-0.0009551169441405756,-0.003145129760976217,-0.0028054685845426133,-0.004926243517069609,-0.06492522171724473,-0.027534228347607027,-0.0001166274268799885,-0.001192527872369844,-0.000971075633302504,-0.0036966335022020173,-0.010918634346209079,-0.027709662574722713
doubl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
double,-1.2057148191111162,2.832552079865848,-0.22828799186899681,-1.090945412559321,-1.0752218521507795,-1.174885573580948,-0.5967157435329817,-0.06650172737539868,1.3801666359749327,-0.5604305526110309,2.6117101020451345,-0.4195867846379685,1.258125494753886,-0.16800316433818274,-0.7747233378237506,-0.2755830617493767,-0.33934064948062964,-6.542886298929259,-0.978278019713833,-0.47391960244936476,-0.10081382243932968
doubleacting,-0.11823688260412629,0.9154197448243284,-0.17717358723939045,2.5369454071560464,-0.07482530237440055,1.9561217007645877,1.4733939692758367,-0.009614252250317076,-0.3556436296986618,-0.6249388847763935,-3.1617440087328443,-0.27802265004770993,-0.7128240740748033,-0.059806989916786686,-1.42917065852405,-0.02758306295255879,-0.12154528839246628,0.7031067994721363,-0.1745957528783827,-0.025643801659850182,-0.02036200935789133
doubledark,-0.027379912544185998,-0.0026385505015925044,-0.006747419406395428,1.403059203135289,-0.025727383551465054,-0.017539399036986283,-0.038700113575387524,-0.004351328565908937,-0.022382638114144635,-0.0014053687853300988,-0.04660047484843768,-0.0048387285165113324,-0.028789665545788,-0.030278846154897367,-0.10622235414567602,-0.0005691181093390731,-0.005799313269683687,-0.053669151495146464,-0.013334165512349417,-0.033258999546103736,-0.014650510503103514
dough,-1.4776615776643458,0.420557041095603,-0.11871555709888804,-1.5922081055321182,-0.4352468996828301,2.277139355036318,1.7434080170510708,-0.9515827904279734,-1.9792668688865396,-0.3845328524736992,2.3829389347907113,1.8538918386647947,0.9203229202569032,-0.08173819567237327,1.7090944934638883,-0.8298184516312174,-0.6067717807616212,-2.6346195457861468,-0.5526609153669376,1.7807817185125552,0.07572841007890968
doughs,-1.2724527865594357,-0.20112461775270699,-0.1672286380736486,-0.5797664537824677,-0.2370636934208399,0.8485065143539278,-0.5748160877258824,0.44788853258792044,-0.352724691693462,-0.12600234464753093,0.9789771687457269,-0.418733419668537,-0.41682518388983675,-0.2075036570587795,-2.3083418403241986,-0.3089720718477538,-0.1396982803576412,-1.2642285181808086,1.4554808853997367,0.6883111067400494,-0.1541034659278819
dr,-0.015182326323835812,-0.033907385672423525,-0.024357266780528648,-0.07240056727156036,-0.517693530701271,-0.06980502456365038,-0.0103749589097198,-0.342912154411883,-0.04614513766290066,-0.03939010716508097,-0.42986174419694084,-0.06100468879426263,-0.07934236092292823,-0.023575450441775496,0.175935024664093,-0.011574728149900845,-0.01292308560131757,7.560260750326999,-0.03350335074316729,-0.074768728875398,-0.032826131788406626
dragees,-0.003827578766579865,-0.01063848486250942,-0.005845073958528931,-0.010395010150100753,-0.0008159769774054807,-0.05084894319121242,-0.0024956281871321945,-0.0008807898762093762,1.7399341909741808,-0.002758483309726195,-0.10339667479570318,-0.0028742444593790445,-0.019262171780075322,-0.00021004207915732744,-0.054615472170909174,-0.00041510763628921447,-0.00335849404442224,-0.21299796243315472,-0.0006026388139181715,-0.03006574428265496,-0.0015901832076894642
dragon,-0.041958143461413654,-0.01986964395524737,-0.010847045166076092,-0.03203180845704767,-0.034425841056650905,-0.13544843534652978,-0.0036409342158315646,-0.006468395957860411,-0.10265791070163646,-0.01360444137451577,-0.9186308196978841,-0.05281549608205324,-0.0756180345496295,-0.02905575244178304,-0.7778401886273926,-0.01589121638333495,-0.009022377003665932,-0.26937686171662845,-0.06056745161846458,-0.32295113646621987,0.7868652010156786
drain,-0.6593322425149586,-0.24767202557588788,0.08474091840520159,-1.3039240250895463,-0.6999255466864821,-1.882430048174433,0.04297523875096785,-0.44200797171685663,-0.7078699340380841,-0.1878629022020846,-0.46173258722218624,1.1569933190122719,-0.16568478904718373,-0.30419376918453467,-0.8073644654579275,-0.5673473115821117,-0.18378772105630453,2.6704334316122678,1.6348836545800443,-0.5758721022182517,-0.11659748722602911
drained,-0.04423991618289949,-0.03948527956045762,-0.1108417822537677,1.4748477587448268,0.8198416638889418,-0.92871744779056,-0.11604975896028474,-0.5768672174022335,-0.07780745896218413,-0.08670430548230942,1.335917389642463,-0.0995251014789284,-0.22887304717083679,-0.23424185585084886,-2.790800970135865,-0.09045708469053688,-0.06816599080943073,3.2481906864345986,-0.20617138571823254,0.44528109450158554,-0.1302673495994119
drambuie,-0.023704159082305918,-0.09818977510170311,-0.05860973372492982,-0.07693820576747779,-0.0172502573804893,-1.341376675039318,-0.0391792048546123,-0.027616034195222808,-0.3338264214784218,0.9564145979806642,1.6307361148853206,-0.015006702120493792,-0.1273041283341964,-0.0018423917419420272,-0.45412967870080007,-0.06056713586720262,-0.03972833133272954,-0.6525220322387496,-0.11007473960622903,-0.013569049718206579,-0.005572130163547297
dress,-0.01358821444298683,-0.019982015641927323,-0.014204790237889271,-0.08115700862247255,-0.054280493839702834,-0.1713798910470113,1.173294013463946,-0.005920062195844001,-0.0397310366230522,-0.010823398235874282,-0.8766146375057116,-0.01730921424807518,-0.04461598468032405,-0.013293916073592954,1.5552966158978219,-0.008953864768016078,-0.008188478057929197,0.7057798376397008,-0.05722856673592903,-0.03488348610073012,-0.007184631069891164
dressing,-1.0477365487046495,-0.5256960395399487,0.7500873502962565,1.0456953990815414,1.88102556674429,-1.8755384605420253,1.271542346836104,0.5072255658150211,-1.2294984120899763,0.0442381121908903,2.355508135360184,-0.6638674485711323,-1.785924680948112,0.7687247383200285,-1.5029905682898246,-0.6673780986515575,0.016371061263579886,4.574349912400944,-0.4420876596637585,1.1428500276184175,-0.4883513465048849
dri,-0.2891330201273239,0.31317668882331806,0.32398706408044525,-0.47545486894013933,-0.47324396277410036,-0.5278026525014531,-0.9041360737047097,-0.16912759938855712,-0.2328809060559563,-0.13378041618035175,4.222094931983272,1.93498309618568,-0.46923972237992234,-0.08850247404989142,1.2401462051115422,-0.08144030111108407,-0.08024419093482923,-1.5869293895635341,0.5572833457157633,-0.22576085985714398,-0.06867266559904812
dried,2.2244277402368353,0.04800799298016803,1.7312680953939168,0.7284699004347039,0.28867584475931174,-0.556736381805888,2.1604332649023714,0.3659160352571827,-2.389987953865574,0.9586587976571476,0.6270189214372092,-0.7521344444264512,-1.2080548023157542,-3.259206921044781,-0.6114850839455191,-0.6219042324222077,-0.2864344217761027,-1.6124522992508943,-1.682979849641187,-1.246508789223776,-0.7009375128331313
drink,-0.025508467184082218,-0.03270102341760421,-0.024709927358130223,-0.17845486508920197,-0.028905936476153644,-0.3228141132472495,-0.00767202088501232,-0.08227766504633449,-0.07176525999523121,-0.02329639546388071,-2.24953931998022,-0.018813308234577372,-0.07533992526420723,-0.033803368475120964,-1.2221504022651395,-0.006045152302255969,-0.010325973613209343,5.653983540847005,-0.14535057339077945,-0.037535185539903135,-0.010872551542897936
drippings,-1.3704525346535228,2.7140266569050664,0.4862484457669098,-1.510038883022362,-0.9461646020413951,-2.544768491031315,-0.9717990046549854,-0.6892400040577797,-0.5283851976854717,-0.29475926017138127,-3.223684786979397,-0.9511486184479496,-1.3616421872776014,-0.5383267221651378,-2.788290294853582,-0.1972971524498277,-0.7598480067774007,1.2909973883848014,0.9862978234471297,-0.47946623487719653,-0.15748255613887163
drum,-0.007951904148528357,-0.004377846933723037,-0.005125809420083457,-0.05162376770848856,-0.08621106686175313,-0.00203120013727907,-0.00022505076536136206,-0.002459345705107338,-0.03823850432796479,-0.0015142160772187807,-0.008216612224929505,-0.173170591848096,-0.114924963335335,-0.006226369320383018,-0.7808122237209602,-0.010711614990467288,-0.0017823586213436533,-0.009635146252762454,-0.00311684452041685,-0.31384633504466225,0.43424680333063015
drummettes,-0.026673091970394826,-0.019329714809324605,-0.09353021882478275,-0.5349381621810383,-0.12683496262525823,-0.22647752069444685,-0.02922251183525338,-0.010237774657895356,1.4006035635106358,-0.02393499601764829,-0.08905595426653551,-0.061331999156711677,-0.3326907334663112,-0.05469373699916278,1.8162137029323837,-0.027041417702775124,-0.012381174938309836,1.8518803516940234,-0.021825021545596075,0.7663875252698616,-0.0367459928399756
drumstick,-0.0786585489226229,-0.016932825056922552,-0.04449360984461105,-0.19390961569687173,-0.18910166993023694,-0.4354277561970108,-0.14429838184201585,-0.0169827208049386,-0.34824682478033203,-0.022258850443482463,-0.513501982023241,-0.10258585746464023,-0.023056998656706268,-0.012308416807281185,1.885798352265368,0.07404802726328599,-0.009234157169738253,2.4377507914816494,-0.02416914835431054,1.5635085733497271,-0.025809416369721984
drumsticks,3.4211271276114155,-0.14145787492727047,0.08626513739247035,1.2683158476717302,0.9416188212457539,0.9192574045862411,-1.1286403029803267,-1.1670912980516042,-0.07252065644645174,-0.23352719268859054,-1.6698221453594186,-0.6937836660734692,-2.8465129729068184,1.4631542353305025,0.7473888288373552,-0.828272581681958,-0.16890569070845726,1.9320565199402402,-0.8576371647930364,1.5925655194444206,1.1932900551572814
dry,-1.2504465986659679,-0.5039249910545969,-0.26445700073798806,-1.0832912383741016,0.771420924609909,0.5755631405517461,0.25276475213610733,0.3736876745856406,-0.4029242933503247,-0.22686735434466002,-0.9698561636142963,-1.73633857070595,1.1824006216445284,-0.4212580293431673,-3.810585988556708,1.7420352740703147,0.15849841372961465,2.5854251650723303,1.913330149607793,0.29238818130994226,-1.0703801356690916
du,-0.005719894252291067,-0.010581286610789,-0.0026225571068579138,-0.019757992144208546,-0.003902216912035941,-0.21793307433412484,-0.6930060946094311,-0.004163005001613115,-0.01174126123296371,-0.004729961393399855,-0.58795499253613,-0.0030111734858124808,-0.016692800571833418,-0.0032808748610023246,-0.12377568464565739,2.194920149492793,-0.009757619036097169,-0.017812303154077228,-0.014203549983661516,-0.028288521506442225,-0.006275882544393729
duck,-0.8199030035682934,-0.41526774734521743,0.6103736366380093,4.099476959632463,0.3435151841828889,4.439572229858671,-0.7272799938161673,0.3975122277651698,0.4583352060857529,-0.35374963580532687,-1.1421630553175681,-0.5312293291071863,-3.559468575518426,-0.9592452635072033,0.6562293547797661,-0.4434878273910051,-0.23845794103670487,-0.7050814237518092,-1.9206462012134957,-0.7631935829563473,0.09874311313035453
ducklings,-0.0045018355880946746,-0.020432911967555454,-0.002298824130174562,-0.005792457633987014,-0.035088943886613856,1.0474247549292592,-0.002311590469596552,-0.004136513889798597,-0.07828601679062712,-0.03449680135409479,-0.030040214456170902,-0.0034501464340587476,-0.025323015430598627,-0.004750318851939733,-0.015749368816273708,-0.021396638805126923,-0.012185029371187253,-0.060988224604358224,-0.003957073286543972,-0.001055332122989684,-0.00675332838372015
dukkah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dulce,2.0587317680451185,0.47560765286098167,-0.07348173917967692,-0.04798176584338553,-0.13322203400016044,-0.9681745168270598,-0.041409980063077424,-0.01051883164285304,-0.0953589551237854,-0.054005046554822064,-2.3905610359833727,-0.051705589484541264,-0.07118345511709104,-0.008765367572450432,2.649710751877357,-0.007999033915269675,-0.02411059319097053,-0.5029211041977357,-0.023850110818086044,-0.1721028446663238,-0.009778803174550125
dulong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dumpling,-0.05034937494278406,-0.05407013814108024,-0.05352240669834667,1.0823241859451884,-2.0199097203311926,-0.059127864778900016,-0.07129344932263196,2.199582893873292,0.533642633723784,-0.04952370641808621,-0.7334916096480809,-0.05086303149182974,0.6849406561931629,-1.020486418485687,-0.8460805955669699,-0.07379254939758685,-0.0567932170711205,-0.41320817057728004,-0.13388435969702736,-0.8468170512494606,0.5088195479378834
